Year,FIPS,Name,Percentage of family or people whose have income in the last 12 months below poverty level,Median family income (dollars)
2005,40031,"Comanche County, Oklahoma",15.6,44866
2005,40037,"Creek County, Oklahoma",10.0,45884
2005,40101,"Muskogee County, Oklahoma",-999999999.0,38754
2005,40109,"Oklahoma County, Oklahoma",14.5,48089
2005,40119,"Payne County, Oklahoma",-999999999.0,46707
2005,40125,"Pottawatomie County, Oklahoma",15.3,40831
2005,40131,"Rogers County, Oklahoma",-999999999.0,60791
2005,40143,"Tulsa County, Oklahoma",12.1,49797
2005,41003,"Benton County, Oregon",-999999999.0,68347
2005,41005,"Clackamas County, Oregon",5.7,67204
2005,41017,"Deschutes County, Oregon",-999999999.0,56510
2005,41019,"Douglas County, Oregon",-999999999.0,43481
2005,41029,"Jackson County, Oregon",8.8,50499
2005,41033,"Josephine County, Oregon",11.7,38764
2005,41035,"Klamath County, Oregon",-999999999.0,41006
2005,41039,"Lane County, Oregon",10.3,49555
2005,41043,"Linn County, Oregon",12.1,47423
2005,41047,"Marion County, Oregon",11.2,51041
2005,41051,"Multnomah County, Oregon",11.9,54793
2005,41053,"Polk County, Oregon",19.1,52926
2005,41059,"Umatilla County, Oregon",11.1,43811
2005,41067,"Washington County, Oregon",7.9,64879
2005,41071,"Yamhill County, Oregon",-999999999.0,55801
2005,42001,"Adams County, Pennsylvania",-999999999.0,53959
2005,42003,"Allegheny County, Pennsylvania",8.8,57287
2005,42005,"Armstrong County, Pennsylvania",10.4,45148
2005,42007,"Beaver County, Pennsylvania",6.8,52783
2005,42011,"Berks County, Pennsylvania",8.2,60206
2005,42013,"Blair County, Pennsylvania",10.7,45987
2005,42017,"Bucks County, Pennsylvania",3.8,80731
2005,42019,"Butler County, Pennsylvania",5.9,58289
2005,42021,"Cambria County, Pennsylvania",10.8,43126
2005,42027,"Centre County, Pennsylvania",7.1,55240
2005,42029,"Chester County, Pennsylvania",3.3,88235
2005,42033,"Clearfield County, Pennsylvania",12.7,41591
2005,42039,"Crawford County, Pennsylvania",11.6,42442
2005,42041,"Cumberland County, Pennsylvania",4.4,68032
2005,42043,"Dauphin County, Pennsylvania",8.1,59206
2005,42045,"Delaware County, Pennsylvania",7.4,68966
2005,42049,"Erie County, Pennsylvania",10.0,51023
2005,42051,"Fayette County, Pennsylvania",13.1,40445
2005,42055,"Franklin County, Pennsylvania",7.7,52286
2005,42063,"Indiana County, Pennsylvania",-999999999.0,43617
2005,42069,"Lackawanna County, Pennsylvania",10.9,50298
2005,42071,"Lancaster County, Pennsylvania",5.7,60767
2005,42073,"Lawrence County, Pennsylvania",7.3,48648
2005,42075,"Lebanon County, Pennsylvania",-999999999.0,55588
2005,42077,"Lehigh County, Pennsylvania",8.5,60276
2005,42079,"Luzerne County, Pennsylvania",9.0,49631
2005,42081,"Lycoming County, Pennsylvania",8.8,47164
2005,42085,"Mercer County, Pennsylvania",7.7,47261
2005,42089,"Monroe County, Pennsylvania",7.9,57661
2005,42091,"Montgomery County, Pennsylvania",3.3,83177
2005,42095,"Northampton County, Pennsylvania",4.9,64256
2005,42097,"Northumberland County, Pennsylvania",9.2,45855
2005,42101,"Philadelphia County, Pennsylvania",19.9,40534
2005,42107,"Schuylkill County, Pennsylvania",9.8,45782
2005,42111,"Somerset County, Pennsylvania",9.8,42530
2005,42125,"Washington County, Pennsylvania",7.3,56109
2005,42129,"Westmoreland County, Pennsylvania",5.7,54772
2005,42133,"York County, Pennsylvania",5.0,56459
2005,44003,"Kent County, Rhode Island",4.1,69259
2005,44005,"Newport County, Rhode Island",-999999999.0,76094
2005,44007,"Providence County, Rhode Island",13.8,57241
2005,44009,"Washington County, Rhode Island",-999999999.0,76794
2005,45003,"Aiken County, South Carolina",13.1,53550
2005,45007,"Anderson County, South Carolina",13.9,45256
2005,45013,"Beaufort County, South Carolina",9.9,58159
2005,45015,"Berkeley County, South Carolina",10.4,49861
2005,45019,"Charleston County, South Carolina",10.6,53184
2005,45031,"Darlington County, South Carolina",17.6,42167
2005,45035,"Dorchester County, South Carolina",9.2,54991
2005,45041,"Florence County, South Carolina",13.3,45012
2005,45045,"Greenville County, South Carolina",10.8,52141
2005,45047,"Greenwood County, South Carolina",-999999999.0,45389
2005,45051,"Horry County, South Carolina",11.1,45646
2005,45059,"Laurens County, South Carolina",16.6,40251
2005,45063,"Lexington County, South Carolina",11.0,57235
2005,45073,"Oconee County, South Carolina",7.5,50795
2005,45075,"Orangeburg County, South Carolina",19.1,36764
2005,45077,"Pickens County, South Carolina",7.9,51099
2005,45079,"Richland County, South Carolina",10.6,57554
2005,45083,"Spartanburg County, South Carolina",13.4,47777
2005,45085,"Sumter County, South Carolina",14.6,41304
2005,45091,"York County, South Carolina",10.2,56433
2005,46099,"Minnehaha County, South Dakota",8.4,56525
2005,46103,"Pennington County, South Dakota",-999999999.0,51127
2005,47001,"Anderson County, Tennessee",12.9,46337
2005,47009,"Blount County, Tennessee",12.0,49127
2005,47011,"Bradley County, Tennessee",9.9,49320
2005,47037,"Davidson County, Tennessee",11.5,50933
2005,47059,"Greene County, Tennessee",16.4,40823
2005,47065,"Hamilton County, Tennessee",9.2,54080
2005,47093,"Knox County, Tennessee",10.7,54209
2005,47113,"Madison County, Tennessee",14.3,46272
2005,47119,"Maury County, Tennessee",-999999999.0,49148
2005,47125,"Montgomery County, Tennessee",8.2,51124
2005,47141,"Putnam County, Tennessee",-999999999.0,39184
2005,47149,"Rutherford County, Tennessee",8.7,56710
2005,47155,"Sevier County, Tennessee",12.5,43186
2005,47157,"Shelby County, Tennessee",15.7,50715
2005,47163,"Sullivan County, Tennessee",11.9,44734
2005,47165,"Sumner County, Tennessee",7.2,58987
2005,47179,"Washington County, Tennessee",9.5,52621
2005,47187,"Williamson County, Tennessee",-999999999.0,95470
2005,47189,"Wilson County, Tennessee",-999999999.0,65333
2005,48005,"Angelina County, Texas",-999999999.0,42419
2005,48021,"Bastrop County, Texas",-999999999.0,52864
2005,48027,"Bell County, Texas",10.1,48874
2005,48029,"Bexar County, Texas",13.9,49896
2005,48037,"Bowie County, Texas",17.2,37154
2005,48039,"Brazoria County, Texas",9.4,59017
2005,48041,"Brazos County, Texas",15.8,51288
2005,48061,"Cameron County, Texas",35.3,26278
2005,48085,"Collin County, Texas",4.6,86077
2005,48091,"Comal County, Texas",-999999999.0,67793
2005,48099,"Coryell County, Texas",-999999999.0,47321
2005,48113,"Dallas County, Texas",13.5,48611
2005,48121,"Denton County, Texas",4.9,73217
2005,48135,"Ector County, Texas",16.3,42029
2005,48139,"Ellis County, Texas",10.3,56363
2005,48141,"El Paso County, Texas",26.0,34034
2005,48157,"Fort Bend County, Texas",6.8,76008
2005,48167,"Galveston County, Texas",10.1,61240
2005,48181,"Grayson County, Texas",10.4,51284
2005,48183,"Gregg County, Texas",13.6,44576
2005,48187,"Guadalupe County, Texas",9.0,59133
2005,48201,"Harris County, Texas",15.0,50180
2005,48209,"Hays County, Texas",7.4,64561
2005,48213,"Henderson County, Texas",14.8,38147
2005,48215,"Hidalgo County, Texas",36.3,25246
2005,48231,"Hunt County, Texas",11.1,54440
2005,48245,"Jefferson County, Texas",14.9,46010
2005,48251,"Johnson County, Texas",12.8,50738
2005,48257,"Kaufman County, Texas",-999999999.0,58481
2005,48291,"Liberty County, Texas",-999999999.0,41409
2005,48303,"Lubbock County, Texas",12.9,47921
2005,48309,"McLennan County, Texas",12.9,48462
2005,48329,"Midland County, Texas",12.3,52367
2005,48339,"Montgomery County, Texas",9.6,66599
2005,48355,"Nueces County, Texas",15.6,43996
2005,48361,"Orange County, Texas",-999999999.0,49203
2005,48367,"Parker County, Texas",-999999999.0,57096
2005,48375,"Potter County, Texas",17.7,33007
2005,48381,"Randall County, Texas",-999999999.0,61627
2005,48409,"San Patricio County, Texas",-999999999.0,40792
2005,48423,"Smith County, Texas",13.4,48177
2005,48439,"Tarrant County, Texas",10.8,58126
2005,48441,"Taylor County, Texas",14.5,42552
2005,48451,"Tom Green County, Texas",12.2,48222
2005,48453,"Travis County, Texas",11.7,65318
2005,48469,"Victoria County, Texas",10.0,42829
2005,48479,"Webb County, Texas",29.8,32305
2005,48485,"Wichita County, Texas",9.7,45868
2005,48491,"Williamson County, Texas",4.3,71503
2005,49005,"Cache County, Utah",10.1,46328
2005,49011,"Davis County, Utah",5.1,63215
2005,49035,"Salt Lake County, Utah",7.5,55947
2005,49049,"Utah County, Utah",9.7,52041
2005,49053,"Washington County, Utah",-999999999.0,48892
2005,49057,"Weber County, Utah",8.6,55516
2005,50007,"Chittenden County, Vermont",8.3,71977
2005,51003,"Albemarle County, Virginia",-999999999.0,77297
2005,51013,"Arlington County, Virginia",-999999999.0,106218
2005,51015,"Augusta County, Virginia",-999999999.0,49846
2005,51019,"Bedford County, Virginia",-999999999.0,63405
2005,51041,"Chesterfield County, Virginia",5.8,75766
2005,51059,"Fairfax County, Virginia",3.6,110107
2005,51069,"Frederick County, Virginia",-999999999.0,65840
2005,51085,"Hanover County, Virginia",-999999999.0,82517
2005,51087,"Henrico County, Virginia",6.1,67898
2005,51107,"Loudoun County, Virginia",-999999999.0,110910
2005,51121,"Montgomery County, Virginia",-999999999.0,60634
2005,51153,"Prince William County, Virginia",3.3,89634
2005,51161,"Roanoke County, Virginia",-999999999.0,69472
2005,51165,"Rockingham County, Virginia",-999999999.0,53907
2005,51177,"Spotsylvania County, Virginia",-999999999.0,76059
2005,51179,"Stafford County, Virginia",5.2,87596
2005,51510,"Alexandria city, Virginia",-999999999.0,83934
2005,51550,"Chesapeake city, Virginia",4.0,68778
2005,51650,"Hampton city, Virginia",11.3,55635
2005,51680,"Lynchburg city, Virginia",-999999999.0,42186
2005,51700,"Newport News city, Virginia",10.8,54135
2005,51710,"Norfolk city, Virginia",14.3,42194
2005,51740,"Portsmouth city, Virginia",12.4,49624
2005,51760,"Richmond city, Virginia",13.5,45255
2005,51770,"Roanoke city, Virginia",13.1,46535
2005,51800,"Suffolk city, Virginia",-999999999.0,67876
2005,51810,"Virginia Beach city, Virginia",6.3,66102
2005,53005,"Benton County, Washington",8.6,60630
2005,53007,"Chelan County, Washington",-999999999.0,44431
2005,53009,"Clallam County, Washington",-999999999.0,51095
2005,53011,"Clark County, Washington",9.7,60215
2005,53015,"Cowlitz County, Washington",10.5,48641
2005,53025,"Grant County, Washington",-999999999.0,43679
2005,53027,"Grays Harbor County, Washington",-999999999.0,46388
2005,53029,"Island County, Washington",-999999999.0,58789
2005,53033,"King County, Washington",6.0,74255
2005,53035,"Kitsap County, Washington",6.8,63085
2005,53041,"Lewis County, Washington",-999999999.0,48724
2005,53053,"Pierce County, Washington",8.4,58212
2005,53057,"Skagit County, Washington",9.5,55156
2005,53061,"Snohomish County, Washington",6.1,66420
2005,53063,"Spokane County, Washington",9.3,55105
2005,53067,"Thurston County, Washington",7.9,60231
2005,53073,"Whatcom County, Washington",8.5,54973
2005,53077,"Yakima County, Washington",16.9,43882
2005,54003,"Berkeley County, West Virginia",-999999999.0,54334
2005,54011,"Cabell County, West Virginia",-999999999.0,48225
2005,54033,"Harrison County, West Virginia",-999999999.0,45547
2005,54039,"Kanawha County, West Virginia",12.0,46101
2005,54061,"Monongalia County, West Virginia",16.7,48955
2005,54081,"Raleigh County, West Virginia",-999999999.0,42670
2005,54107,"Wood County, West Virginia",15.3,41893
2005,55009,"Brown County, Wisconsin",7.2,60067
2005,55025,"Dane County, Wisconsin",5.7,71541
2005,55027,"Dodge County, Wisconsin",-999999999.0,57211
2005,55035,"Eau Claire County, Wisconsin",8.3,52140
2005,55039,"Fond du Lac County, Wisconsin",5.4,58252
2005,55055,"Jefferson County, Wisconsin",-999999999.0,61648
2005,55059,"Kenosha County, Wisconsin",7.0,61265
2005,55063,"La Crosse County, Wisconsin",-999999999.0,58819
2005,55071,"Manitowoc County, Wisconsin",6.7,58122
2005,55073,"Marathon County, Wisconsin",3.8,60010
2005,55079,"Milwaukee County, Wisconsin",14.4,48151
2005,55087,"Outagamie County, Wisconsin",5.0,62660
2005,55089,"Ozaukee County, Wisconsin",-999999999.0,86393
2005,55097,"Portage County, Wisconsin",-999999999.0,58932
2005,55101,"Racine County, Wisconsin",8.4,59982
2005,55105,"Rock County, Wisconsin",6.5,56385
2005,55109,"St. Croix County, Wisconsin",-999999999.0,72295
2005,55117,"Sheboygan County, Wisconsin",3.8,61478
2005,55127,"Walworth County, Wisconsin",-999999999.0,60629
2005,55131,"Washington County, Wisconsin",4.9,74165
2005,55133,"Waukesha County, Wisconsin",2.1,78806
2005,55139,"Winnebago County, Wisconsin",7.1,58720
2005,55141,"Wood County, Wisconsin",-999999999.0,53227
2005,56021,"Laramie County, Wyoming",-999999999.0,54235
2005,56025,"Natrona County, Wyoming",-999999999.0,57436
2005,72005,"Aguadilla Municipio, Puerto Rico",53.4,12833
2005,72013,"Arecibo Municipio, Puerto Rico",48.1,15909
2005,72025,"Caguas Municipio, Puerto Rico",35.8,22759
2005,72031,"Carolina Municipio, Puerto Rico",24.9,30328
2005,72061,"Guaynabo Municipio, Puerto Rico",23.2,35593
2005,72113,"Ponce Municipio, Puerto Rico",43.6,18193
2005,72127,"San Juan Municipio, Puerto Rico",33.8,26431
2005,72135,"Toa Alta Municipio, Puerto Rico",33.5,24654
2005,72137,"Toa Baja Municipio, Puerto Rico",31.0,24817
2005,72139,"Trujillo Alto Municipio, Puerto Rico",26.2,30550
2005,72097,"Mayagüez Municipio, Puerto Rico",51.7,14124
2005,72021,"Bayamón Municipio, Puerto Rico",23.4,28240
2006,01003,"Baldwin County, Alabama",9.6,50953
2006,01015,"Calhoun County, Alabama",13.9,46115
2006,01043,"Cullman County, Alabama",10.9,44569
2006,01049,"DeKalb County, Alabama",14.5,35848
2006,01051,"Elmore County, Alabama",8.4,59252
2006,01055,"Etowah County, Alabama",14.6,40163
2006,01069,"Houston County, Alabama",13.0,47260
2006,01073,"Jefferson County, Alabama",10.5,54359
2006,01077,"Lauderdale County, Alabama",13.1,52618
2006,01081,"Lee County, Alabama",12.5,60080
2006,01083,"Limestone County, Alabama",12.1,47404
2006,01089,"Madison County, Alabama",7.6,63695
2006,01095,"Marshall County, Alabama",13.3,43938
2006,01097,"Mobile County, Alabama",15.8,44991
2006,01101,"Montgomery County, Alabama",14.3,52328
2006,01103,"Morgan County, Alabama",12.9,49121
2006,01115,"St. Clair County, Alabama",7.6,57134
2006,01117,"Shelby County, Alabama",5.9,76211
2006,01121,"Talladega County, Alabama",15.0,41807
2006,01125,"Tuscaloosa County, Alabama",11.5,57106
2006,01127,"Walker County, Alabama",12.8,44026
2006,02020,"Anchorage Municipality, Alaska",7.5,77028
2006,02090,"Fairbanks North Star Borough, Alaska",8.6,69776
2006,02170,"Matanuska-Susitna Borough, Alaska",7.3,64263
2006,04001,"Apache County, Arizona",24.7,32836
2006,04003,"Cochise County, Arizona",15.7,46097
2006,04005,"Coconino County, Arizona",10.6,53642
2006,04013,"Maricopa County, Arizona",8.6,62312
2006,04015,"Mohave County, Arizona",13.7,42569
2006,04017,"Navajo County, Arizona",16.6,41033
2006,04019,"Pima County, Arizona",10.1,52302
2006,04021,"Pinal County, Arizona",11.4,47334
2006,04025,"Yavapai County, Arizona",9.1,47865
2006,04027,"Yuma County, Arizona",15.7,40141
2006,05007,"Benton County, Arkansas",8.7,52466
2006,05031,"Craighead County, Arkansas",13.6,49342
2006,05045,"Faulkner County, Arkansas",8.3,57507
2006,05051,"Garland County, Arkansas",10.9,43114
2006,05069,"Jefferson County, Arkansas",21.1,43149
2006,05119,"Pulaski County, Arkansas",10.4,55389
2006,05125,"Saline County, Arkansas",9.3,53980
2006,05131,"Sebastian County, Arkansas",10.2,46695
2006,05143,"Washington County, Arkansas",11.0,50084
2006,05145,"White County, Arkansas",12.0,41795
2006,06001,"Alameda County, California",7.9,78494
2006,06007,"Butte County, California",10.2,53438
2006,06013,"Contra Costa County, California",5.5,85737
2006,06017,"El Dorado County, California",3.9,82030
2006,06019,"Fresno County, California",16.3,47640
2006,06023,"Humboldt County, California",11.5,52182
2006,06025,"Imperial County, California",16.1,42929
2006,06029,"Kern County, California",17.1,47550
2006,06031,"Kings County, California",15.7,49702
2006,06033,"Lake County, California",11.2,44184
2006,06037,"Los Angeles County, California",12.4,56930
2006,06039,"Madera County, California",18.1,44241
2006,06041,"Marin County, California",4.6,102866
2006,06045,"Mendocino County, California",10.1,43487
2006,06047,"Merced County, California",17.4,42857
2006,06053,"Monterey County, California",7.5,61463
2006,06055,"Napa County, California",6.0,76352
2006,06057,"Nevada County, California",4.3,59747
2006,06059,"Orange County, California",6.6,80193
2006,06061,"Placer County, California",3.8,80700
2006,06065,"Riverside County, California",9.1,60180
2006,06067,"Sacramento County, California",8.7,62523
2006,06071,"San Bernardino County, California",10.8,58073
2006,06073,"San Diego County, California",8.1,69099
2006,06075,"San Francisco County, California",6.8,79423
2006,06077,"San Joaquin County, California",10.4,58708
2006,06079,"San Luis Obispo County, California",6.2,63826
2006,06081,"San Mateo County, California",5.2,92721
2006,06083,"Santa Barbara County, California",9.5,61024
2006,06085,"Santa Clara County, California",6.4,93072
2006,06087,"Santa Cruz County, California",7.0,76351
2006,06089,"Shasta County, California",14.6,51595
2006,06095,"Solano County, California",8.2,70092
2006,06097,"Sonoma County, California",6.1,73640
2006,06099,"Stanislaus County, California",11.2,53624
2006,06101,"Sutter County, California",8.3,62769
2006,06107,"Tulare County, California",18.5,44804
2006,06111,"Ventura County, California",6.4,79910
2006,06113,"Yolo County, California",9.2,69341
2006,06115,"Yuba County, California",12.1,46364
2006,08001,"Adams County, Colorado",11.4,57556
2006,08005,"Arapahoe County, Colorado",8.7,69291
2006,08013,"Boulder County, Colorado",5.5,80883
2006,08031,"Denver County, Colorado",15.2,50167
2006,08035,"Douglas County, Colorado",1.5,100953
2006,08041,"El Paso County, Colorado",5.9,64888
2006,08059,"Jefferson County, Colorado",5.5,72612
