,Organization Name,Industries,Headquarters Location,Description,CB Rank (Company),Monthly Visits,Operating Status,Closed Date,Website,Twitter,LinkedIn,Founders,Acquisition Status,Acquired by
372,Bond,FinTech,"San Francisco, California, United States",Bond is an enterprise-grade financial technology platform streamlining the integration between brands and banks.,"34,978","36,141",Active,—,www.bond.tech,View on Twitter,View on LinkedIn,"Matthew Bradley, Roy Ng, Yan Wu",Was Acquired,FIS
373,nextProtein,"Agriculture, Animal Feed, Biotechnology","Paris, Ile-de-France, France",nextProtein develops a new large-scale technology that produces a sustainable source of protein.,"34,887","2,392",Active,—,www.nextprotein.co,View on Twitter,View on LinkedIn,"Mohamed Gastli, Syrine Chaalala, Weiya Wang",—,—
374,FlowAccount,"Accounting, SaaS, Software","Bangkok, Krung Thep, Thailand",FlowAccount.com accounting software is easy to use online businesses in Thailand.,"34,994","670,328",Active,—,flowaccount.com/,View on Twitter,—,"Danai Chutinaton, Kridsada Chutinaton",—,—
375,TalentGuard,"Application Performance Management, Career Planning, Consulting, Human Resources, Professional Services, Software","West Lake Hills, Texas, United States",TalentGuard provides a suite of talent management software to help companies and HR managers better engage and retain employees.,"36,539","11,816",Active,—,www.talentguard.com,View on Twitter,View on LinkedIn,"Frank Ginac, Linda Ginac",—,—
376,Articulate,"E-Learning, EdTech, Education, Software, Training","New York, New York, United States",Articulate develops a workplace training platform that provides online courses for management systems.,"36,588","4,106,620",Active,—,www.articulate.com,View on Twitter,View on LinkedIn,Adam Schwartz,—,—
377,Kayentis,"Medical, Pharmaceutical, Software","Meylan, Rhone-Alpes, France",Kayentis provides eCOA solutions for pharmaceutical companies and tools to help monitoring efficiently.,"36,626",—,Active,—,www.kayentis.com,View on Twitter,View on LinkedIn,Philippe Berna,—,—
378,Synchtank,"Cloud Computing, Digital Media, Music, SaaS, Software","London, England, United Kingdom",The SaaS software platform for managing and monetizing music & media assets,"36,722","5,953",Active,—,www.synchtank.com,View on Twitter,View on LinkedIn,Joel T. Jordan,—,—
379,Garner Health,"Big Data, Business Intelligence, Employee Benefits, Health Care, Medical","New York, New York, United States",Garner Health is a technology-driven platform providing healthcare services and helping people search for doctors.,"37,087","20,692",Active,—,www.getgarner.com/,View on Twitter,View on LinkedIn,Nick Reber,—,—
380,Fiddler AI,"Analytics, Artificial Intelligence, Big Data, Enterprise, Machine Learning, Software","Palo Alto, California, United States","Fiddler is a pioneer in enterprise Model Performance Management. Monitor, explain, analyze, and improve your ML models with Fiddler.","37,095","12,093",Active,—,www.fiddler.ai,View on Twitter,View on LinkedIn,"Amit Paka, Krishna Gade, Manoj Cheenath",—,—
381,Spring Global,"Mobile, Mobile Apps, Software, Wireless","Reston, Virginia, United States","Spring Mobile Solutions offers cloud-based, out-of-the box mobile applications designed to optimize medium to large field force operations.","37,152",388,Active,—,springglobal.com/,View on Twitter,View on LinkedIn,"Cristiano Oliveira, Marcelo Conde",—,—
382,Rebellion Defense,"Artificial Intelligence, Machine Learning, Software","Washington, District of Columbia, United States",Rebellion Defense provides artificial intelligence and machine learning solutions.,"37,719","7,350",Active,—,rebelliondefense.com/,View on Twitter,View on LinkedIn,"Chris Lynch, Nicole Camarillo, Oliver Lewis",—,—
383,Depixus,"Biotechnology, Genetics, Medical","Paris, Ile-de-France, France","Depixus are pioneering the development of MAGNA, a novel genetic analysis technology for decoding the dynamic genome.","38,088",—,Active,—,depixus.com/,View on Twitter,View on LinkedIn,Gordon Hamilton,—,—
384,HQLAX,"Financial Services, FinTech","Zug, Zug, Switzerland",HQLAX is a financial technology innovation firm that leverages R3’s distributed ledger technology.,"38,328",—,Active,—,www.hqla-x.com/,—,View on LinkedIn,Guido Stroemer,—,—
385,Innovorder,"Catering, Food and Beverage, Point of Sale, Restaurants, Retail, SaaS, Software","Paris, Ile-de-France, France",Innovorder - leader in cloud-based solutions for the food service industry.,"38,794","121,452",Active,—,innovorder.fr/,View on Twitter,View on LinkedIn,"Jerome Varnier, Olivier Loverde, Romain Melloul",—,—
386,Transmit Security,"Cyber Security, Fraud Detection, Identity Management, Security","Boston, Massachusetts, United States","Transmit Security offers a CIAM platform that provides authentication, authorization, fraud protection, and embedded orchestration services.","38,818","14,042",Active,—,www.transmitsecurity.com,View on Twitter,View on LinkedIn,"Mickey Boodaei, Rakesh K. Loonkar",—,—
387,Crayon,"Analytics, Artificial Intelligence, Business Intelligence, Machine Learning, Marketing, SaaS, Software","Boston, Massachusetts, United States",Competitive intelligence platform that enables businesses to see and seize opportunities & create sustainable advantages in their markets,"38,995","58,907",Active,—,www.crayon.co,View on Twitter,View on LinkedIn,"John Osborne, Jonah Lopin",—,—
388,Bungalow,"Communities, Real Estate, Rental, Rental Property, Residential","San Francisco, California, United States",Bungalow provides home rental services.,"39,348","283,956",Active,—,bungalow.com/,View on Twitter,View on LinkedIn,"Andrew Collins, Justin McCarty",—,—
389,NeuroSigma,"Biotechnology, Developer Platform, Medical","Los Angeles, California, United States",NeuroSigma develops and commercializes trigeminal nerve stimulation (TNS) for a variety of neurologic and psychiatric disorders.,"39,429","4,725",Active,—,neurosigma.com,View on Twitter,—,"Alejandro Covalin, Lodwrick Cook",—,—
390,Myocardial Solutions,"Biotechnology, Health Care, Health Diagnostics, Hospital, Software","Morrisville, North Carolina, United States",Myocardial Solutions Inc. develops diagnostic cardiac software for fast processing of magnetic.,"39,493",—,Active,—,www.myocardialsolutions.com,View on Twitter,View on LinkedIn,Nael Osman,—,—
391,Stanza,"Event Management, Events, Software","San Francisco, California, United States","Stanza is an internet company that helps you create and share calendars with your community, family, friends, and beyond.","39,589","631,888",Active,—,stanza.co,View on Twitter,View on LinkedIn,Smita Saxena,—,—
392,SwiftComply,"Compliance, Government, GovTech","Dublin, Dublin, Ireland",SwiftComply helps water authorities protect human health and the environment,"39,967","22,038",Active,—,www.swiftcomply.com,View on Twitter,View on LinkedIn,Michael O'Dwyer,Made Acquisitions,—
393,FightCamp,"Fitness, Hardware, Subscription Service, Wearables","Costa Mesa, California, United States",FightCamp provides on-demand boxing and HIIT workouts with motion trackers on wrists that track every punch thrown and every rep completed.,"40,222","858,828",Active,—,joinfightcamp.com/,—,View on LinkedIn,"Alexandre Lapointe, Alexandre Marcotte, Charles Lambert, Jay Rousseau, Khalil Zahar, Patrick Chandler, Tommy Duquette",—,—
394,Shogun,"Digital Marketing, E-Commerce, SaaS, Web Design, Web Development","Walnut, California, United States",Shogun is an E-commerce platform that helps brands create unique buying experiences and optimize their online stores.,"40,661","421,453",Active,—,getshogun.com,View on Twitter,View on LinkedIn,"Damien Kan, Finbarr Taylor, Nick Raushenbush",—,—
395,Block Renovation,"Architecture, Construction, Home Renovation, Interior Design","Brooklyn, New York, United States","Block Renovation provides a platform for homeowners, designers, and contractors for home renovation projects.","40,706","20,329",Active,—,www.blockrenovation.com,—,View on LinkedIn,"Koda M. Wang, Luke Sherwin",—,—
396,Ampacimon,"Electrical Distribution, Intelligent Systems, Renewable Energy","Angleur, Liege, Belgium",Ampacimon develops dynamic line rating systems for transmission and distribution systems operators.,"41,468",492,Active,—,www.ampacimon.com/,—,View on LinkedIn,"Jacques Destiné, Jean-Louis Lilien",—,—
397,Flink,"Banking, Financial Services, FinTech, Trading Platform","Mexico City, Distrito Federal, Mexico",Flink is a banking alternative offering an app that provides insight into spending with personalized features to manage your money.,"41,672","18,985",Active,—,miflink.com,View on Twitter,View on LinkedIn,"Ricardo Rafael Bueno, Sergio Jimenez",—,—
398,Everest Medicines,"Biotechnology, Health Care, Pharmaceutical","New York, New York, United States",Everest Medicines is dedicated to its mission of developing and commercializing novel transformative pharmaceutical therapies for patients.,"42,225",659,Active,—,www.everestmedicines.com/,—,View on LinkedIn,—,—,—
399,Calyx,"Biotechnology, Health Care, Sensor, Transportation","Berkeley, California, United States",Calyx harnesses biology to provide low cost and highly accurate sensors for real-time detection and analysis of air chemicals.,"42,298",—,Active,—,calyxtechs.com/,View on Twitter,View on LinkedIn,"Benson Fan, Don Hong Wang, Patrick Lyon, Ray Chiu",—,—
400,Cover,"Building Material, Construction, Manufacturing, Product Design, Software","Gardena, California, United States","Cover is a technology company that designs, manufactures, and installs custom Backyard Studios.","42,317","34,531",Active,—,buildcover.com/,View on Twitter,View on LinkedIn,"Alexis Xavier Rivas, Jemuel Joseph",—,—
401,Ostendio,"Cloud Computing, Compliance, Cyber Security, Management Information Systems, Risk Management, SaaS, Security","Mclean, Virginia, United States",Ostendio is the only integrated security and risk management platform that leverages the strength of your greatest asset. Your people.,"42,396",—,Active,—,www.ostendio.com,View on Twitter,View on LinkedIn,"Grant Elliottt, Jermaine Jones, Rohit Johri, Vidit Mittal",—,—
402,CMR Surgical,"Health Care, Medical Device, Robotics","Cambridge, Cambridgeshire, United Kingdom",CMR Surgical is developing the next-generation surgical robotic system for minimal access surgery.,"43,478","8,159",Active,—,cmrsurgical.com,View on Twitter,View on LinkedIn,"Luke Hares, Mark Slack, Martin Frost",—,—
403,DreamQuark,"Artificial Intelligence, Big Data, Financial Services, FinTech, Insurance, Machine Learning, Software","Paris, Ile-de-France, France","DreamQuark is a product that helps banks, insurance companies, and asset management firms with all of their artificial intelligence needs.","44,399",322,Active,—,www.dreamquark.com,View on Twitter,View on LinkedIn,Nicolas Meric,—,—
404,Teach on Mars,"Education, Mobile, Software, Training","Sophia Antipolis, Provence-Alpes-Cote d'Azur, France",Teach on Mars produces mobile learning apps for the consumer and professional market.,"44,462","60,538",Active,—,www.teachonmars.com/,View on Twitter,View on LinkedIn,"Quentin Dérunes, Tanguy Deleplanque, Vincent Desnot",—,—
405,Unison,"Financial Services, FinTech, Real Estate Investment","San Francisco, California, United States",Unison offers a smart new financing alternative for accessing your equity without taking on debt.,"45,323","23,426",Active,—,www.unison.com,View on Twitter,View on LinkedIn,Thomas Sponholtz,—,—
406,ReachFive,"Business Development, Identity Management, SaaS, Software","Paris, Ile-de-France, France",ReachFive provides a cloud based customer identity and access management enterprise platform.,"45,884","5,503",Active,—,www.reachfive.com,View on Twitter,View on LinkedIn,"Bahaaldine Azarmi, Jérémy DALLOIS",—,—
407,Trackonomy Systems,"Logistics, Supply Chain Management","Santa Clara, California, United States",Trackonomy Systems is a provider of package tracking application designed to simplify the process of parcel delivery.,"47,034","2,853",Active,—,trackonomysystems.com/,—,View on LinkedIn,Erik H. Volkerink,—,—
408,Connected Robotics,"Information Technology, IT Infrastructure, Robotics","Tokyo, Tokyo, Japan",Connected Robotics is an information technology company that designs and manufactures robotic arms for enterprises.,"47,056",—,Active,—,connected-robotics.com/,View on Twitter,View on LinkedIn,Tetsuya Sawanobori,—,—
409,Cevinio,"Billing, Financial Services, Payments, Transaction Processing","Rotterdam, Zuid-Holland, The Netherlands",Cevinio offers Invoice-to-Pay software solutions to corporates and a worry-free financial backbone that ensures productivity and compliance.,"47,071","3,752",Active,—,cevinio.com/,—,View on LinkedIn,"Jeroen Volk, Vincent Prooij",—,—
410,Stride Health,"Employee Benefits, Financial Services, Health Care, Health Insurance, Wellness","San Francisco, California, United States",Stride Health is a provider of an insurance recommendation platform designed to offer health insurance services.,"47,394","1,171,032",Active,—,www.stridehealth.com,View on Twitter,View on LinkedIn,"Matt Butner, Noah Lang",—,—
411,Embrace,"Analytics, Developer Tools, Enterprise Software, Information Technology, Mobile Apps, Productivity Tools, SaaS, Software","Culver City, California, United States",Embrace is the only platform purpose built for mobile. We empower companies to deliver optimal mobile experiences.,"47,679","67,598",Active,—,embrace.io/,View on Twitter,View on LinkedIn,"Eric Futoran, Fredric Newberg, Maggie Shih",—,—
412,Beyond,"Software, Travel, Vacation Rental","San Francisco, California, United States",Beyond is a revenue management platform that offers solutions to hosts and property managers.,"48,008","73,472",Active,—,beyondpricing.com,View on Twitter,View on LinkedIn,"David Kelso, Ian McHenry",Made Acquisitions,—
413,German Autolabs,"Automotive, Internet of Things, Last Mile Transportation, Logistics, Navigation","Berlin, Berlin, Germany",German Autolabs empowers mobile workers in logistics with voice assistance.,"48,533",—,Active,—,germanautolabs.com,View on Twitter,View on LinkedIn,"Daniel Mieves, Holger Weiss, Patrick Weissert",—,—
414,Indico Data,"Analytics, Artificial Intelligence, Cloud Data Services, Enterprise Software, Machine Learning, SaaS, Software","Boston, Massachusetts, United States",Indico Data transforms unstructured data into actionable insights.,"48,652","12,905",Active,—,indicodata.ai,View on Twitter,View on LinkedIn,"Alec Radford, Diana Yuan, Madison May, Slater Victoroff",—,—
415,Bruin Biometrics,"Hardware, Health Care, Health Diagnostics, Information Technology, mHealth","Los Angeles, California, United States",A pioneer in biometric-sensor based medical devices; committed to earlier diagnosis and targeted intervention for chronic conditions,"48,696",—,Active,—,www.bruinbiometrics.com,View on Twitter,View on LinkedIn,Joseph Boystak,—,—
416,Happydemics,"Apps, Consumer Research, Information Services, Market Research","Paris, Ile-de-France, France","Happydemics offers research technology that immediately eliminates geographical, budgetary, and launching limits.","48,729","72,600",Active,—,happydemics.com/,View on Twitter,View on LinkedIn,Tarek Ouagguini,—,—
417,MPOWER Financing,"Finance, Financial Services, FinTech, Lending","Washington, District of Columbia, United States",MPOWER Financing is fintech company that provides educational loans to domestic and international students.,647,"1,126,301",Active,—,www.mpowerfinancing.com,View on Twitter,View on LinkedIn,"Emmanuel Smadja, Michael Davis",—,—
418,bound4blue,Renewable Energy,"Barcelona, Catalonia, Spain",bound4blue developes foldable and autonomous wingsail system.,"49,068",592,Active,—,www.bound4blue.com/en/,View on Twitter,View on LinkedIn,"Cristina Aleixendri Munoz, Jose Miguel Bermudez Miquel",—,—
419,Ably Realtime,"Cloud Computing, Cloud Data Services, Cloud Infrastructure, Internet of Things, Messaging, Mobile, Real Time","London, England, United Kingdom",Ably is the platform to power synchronized digital experiences in realtime.,"49,103","155,823",Active,—,ably.com,View on Twitter,View on LinkedIn,"Matthew O'Riordan, Matthew O'Riordan, Paddy Byers",—,—
420,CBCLOUD,"Crowdsourcing, Logistics, Service Industry, Task Management","Tokyo, Tokyo, Japan",CBCLOUD is offers outsourcing services.,"49,220",—,Active,—,cb-cloud.com,View on Twitter,—,Matsumoto Takaichi,—,—
421,One Tap BUY,"Android, Financial Services, Mobile","Tokyo, Tokyo, Japan","One Tap BUY provides my banker, the financial smartphone application.","49,334","433,947",Active,—,paypay-sec.co.jp,View on Twitter,—,—,—,—
422,Rasa,"Artificial Intelligence, Machine Learning, Software, Virtual Assistant","San Francisco, California, United States","Rasa leverages natural language processing research, machine learning, and flexible infrastructure for conversational AI.","49,490","296,078",Active,—,rasa.com,View on Twitter,View on LinkedIn,"Alan Nichol, Alex Weidauer",—,—
423,Dover,"CRM, Human Resources, Recruiting, Software","San Francisco, California, United States",Dover is a recruiting company that offers interview and recruitment consulting services.,"49,678","5,998",Active,—,dover.com,View on Twitter,View on LinkedIn,"Anvisha Pai, George Carollo, Max Kolysh",—,—
424,Runtime Vеrification,"Information Technology, Intrusion Detection, Software","Urbana, Illinois, United States",Runtime Vеrification is a dynamic software analysis techniques to automatically detect bugs and errors of a software system.,"49,723",654,Active,—,runtimeverification.com,View on Twitter,View on LinkedIn,Grigore Rosu,—,—
425,Flock,"Artificial Intelligence, Automotive, Autonomous Vehicles, Big Data, FinTech, Fleet Management, Insurance, InsurTech, Software","London, England, United Kingdom",London-based insurtech building the world's first fully digital insurance company for connected and autonomous commercial vehicles,"49,937","2,188",Active,—,www.flockcover.com/,View on Twitter,View on LinkedIn,"Antton Peña, Ed Leon Klinger",—,—
426,MobileCoin,"Cryptocurrency, FinTech, Mobile, Payments","San Francisco, California, United States",MobileCoin is a cryptocurrency platform that provides anti-fraud services and payment systems for merchants.,"50,123","3,381",Active,—,www.mobilecoin.com,View on Twitter,View on LinkedIn,Joshua Goldbard,—,—
427,CONTINUUS Pharmaceuticals,"Biotechnology, Manufacturing, Medical, Pharmaceutical","Boston, Massachusetts, United States","Continuus Pharmaceuticals designs, builds, and runs manufacturing processes for pharmaceutical and generic clients.","50,336",—,Active,—,continuuspharma.com,View on Twitter,View on LinkedIn,"Bayan Takizawa, Salvatore Mascia",—,—
428,Gradle Inc.,"Analytics, Developer Tools, Enterprise Software, Information Technology, Open Source, SaaS, Software","San Francisco, California, United States",Gradle provides the most popular open source build tool for the Java ecosystem and the Gradle Enterprise commercial build analytics solution,"50,659","46,649",Active,—,gradle.com/,View on Twitter,View on LinkedIn,"Adam Murdoch, Hans Dockter",Made Acquisitions,—
429,2NDNATURE,"Cloud Data Services, Enterprise Software, Environmental Engineering, GovTech, Natural Resources, SaaS, Software, Water","Santa Cruz, California, United States",A science based enterprise cloud SaaS solution for performance based stormwater compliance.,"50,790","3,732",Active,—,www.2ndnaturewater.com,View on Twitter,View on LinkedIn,Nicole G. Beck,—,—
430,Slync.io,"Business Intelligence, Data Integration, Developer Platform, Sales Automation, Software","Dallas, Texas, United States",Slync.io is an orchestration platform for global logistics that delivers productivity and efficiency through intelligent automation.,"50,882","6,448",Active,—,www.slync.io,View on Twitter,View on LinkedIn,"Raj Patel, Varun Dodla, XX XX",—,—
431,Sundae,"E-Commerce, Marketplace, Property Management, Real Estate","San Francisco, California, United States",Sundae provides a residential real estate marketplace designed to help sellers get a fair price for their houses.,"51,228","51,279",Active,—,sundae.com,View on Twitter,View on LinkedIn,"Andrew Swain, Josh Stech",—,—
432,Swift Medical,"Health Care, Medical, Medical Device, Software","Toronto, Ontario, Canada","Swift Medical is a digital wound care technology to improve the prevention, treatment, and management of wounds.","51,917","5,115",Active,—,swiftmedical.com/,View on Twitter,View on LinkedIn,"Carlo Perez, Edwin Liang, Sheila Wang",—,—
433,Vinebox,"E-Commerce, Food and Beverage, Wine And Spirits, Winery","San Francisco, California, United States",Vinebox is a premium wine-by-the-glass subscription service.,"52,808","7,013",Active,—,www.getvinebox.com,View on Twitter,View on LinkedIn,"Matthew Dukes, Rachel Vodofsky",Was Acquired,Sugarwish
434,All Day Kitchens,"Food and Beverage, Food Delivery, Internet","San Francisco, California, United States",All Day Kitchens operates as a food tech and logistics company.,"53,620",—,Active,—,alldaykitchens.com,—,View on LinkedIn,"Andro Radonich, Ken Chong, Matt Sawchuk",—,—
435,Upside Health,"Health Care, Software, Wellness","South Orange, New Jersey, United States","At Upside Health, we’re transforming the way chronic pain is assessed and treated.","54,488",—,Active,—,upside.health,—,View on LinkedIn,"Jason Trobman, Rachel Brandt, Rachel Trobman",—,—
436,Gnubiotics Sciences,"Biotechnology, Health Care, Medical","Epalinges, Vaud, Switzerland",Gnubiotics Sciences is a biotechnology company based in Switzerland.,"55,111","1,380",Active,—,www.gnubiotics.com/,—,View on LinkedIn,"Bernardo Horta Costa, Jean Philippe Kunz, Richard Laube, Yemi Adesokan",—,—
437,v2food,"Food and Beverage, Food Processing, Sustainability","Sydney, New South Wales, Australia",V2food is a plant-based meat company that produces legume-based meat alternatives.,"55,345","1,349",Active,—,www.v2food.com,View on Twitter,View on LinkedIn,Nick Hazell,—,—
438,Harland Medical Systems,"Health Care, Medical, Medical Device","Eden Prairie, Minnesota, United States",Harland Medical Systems provides advanced surface enhancement products & systems to the world’s leading healthcare product manufacturers.,"55,847","56,646",Active,—,www.harlandmedical.com/,View on Twitter,View on LinkedIn,Jonathan Anderson,—,—
439,DIV,"E-Learning, Education, Media and Entertainment","Shibuya, Kanagawa, Japan","DIV operates TECH::CAMP, a programming school, a short-term intensive training course designed to turn students into engineers.","55,949","8,530",Active,—,di-v.co.jp/,—,View on LinkedIn,Mako Yukinari,—,—
440,Encentiv Energy,"Clean Energy, Energy, Energy Efficiency","Pittsburgh, Pennsylvania, United States",Thousands of people are making better energy efficiency decisions by using Encentivizer™ - the industry's #1 customer engagement platform.,"56,877",—,Active,—,www.encentivenergy.com/,View on Twitter,View on LinkedIn,Stephen Moritz,—,—
441,Adtriba,"Analytics, Artificial Intelligence, Digital Marketing, Machine Learning, SaaS, Software","Hamburg, Hamburg, Germany","Adtriba is a simple, cross-channel digital marketing management platform based on data-driven attribution modelling.","56,934",504,Active,—,www.adtriba.com/,View on Twitter,View on LinkedIn,"Janos Moldvay, Ludwig Ostrowski",—,—
442,DRYV,"Apps, E-Commerce, Laundry and Dry-cleaning, Mobile Apps","Chicago, Illinois, United States",DRYV is an on-demand dry-cleaning and laundry service available through a mobile application.,"57,567","80,247",Active,—,www.rinse.com,View on Twitter,View on LinkedIn,"Chris Elipas, Dan Parsons",Was Acquired,Rinse
443,MYSPHERA,"Enterprise Software, Health Care, Internet of Things","Valencia, Comunidad Valenciana, Spain",MYSPHERA focuses on the use of real-time location systems app in healthcare environments.,"58,036",322,Active,—,mysphera.com/en/,View on Twitter,View on LinkedIn,"Eduardo Monton Sanchez, Salvador Vera",—,—
444,CRIATERRA Earth Technologies,"Building Material, CleanTech, Green Consumer Goods, GreenTech, Manufacturing, Real Estate, Sustainability","Holon, Tel Aviv, Israel",CRIATERRA develops eco-innovative materials that are as strong as concrete and yet create only 5% of its environmental imprint.,"58,192",186,Active,—,www.criaterra.com,—,View on LinkedIn,Adital Ela,—,—
445,Soldo,"Banking, Financial Services, FinTech, Payments","London, England, United Kingdom",Soldo is a multi-user expense account helping companies manage their budgets.,"58,198","172,978",Active,—,www.soldo.com,View on Twitter,View on LinkedIn,"Andrea Gaudenzi, Carlo Gualandri",—,—
446,ViiMed,"Health Care, Information Technology, SaaS, Software","Washington, District of Columbia, United States",ViiMed is a SaaS-based healthcare IT company focused on solving health system challenges with solutions that are easy to use.,"60,542","1,734",Active,—,www.viimed.com,View on Twitter,View on LinkedIn,"Paul Winterling, Phil Newman",—,—
447,Zoomin Software,"Business Information Systems, Content, Knowledge Management, Publishing, Software","New York, New York, United States","Zoomin Software helps companies manage their technical content such as user guides, manuals, and community discussions.","61,512","45,781",Active,—,www.zoominsoftware.com,View on Twitter,View on LinkedIn,"Gal Oron, Hannan Saltzman, Joe Gelb",—,—
448,ACINQ,"Bitcoin, Blockchain, Information Technology","Paris, Ile-de-France, France",ACINQ is one of the companies working on Bitcoin scalability.,"61,540","17,634",Active,—,acinq.co/,View on Twitter,View on LinkedIn,"Fabrice Drouin, Pierre-Marie Padiou",—,—
449,Nix Sensor,"Fashion, Home Renovation, Interior Design","Hamilton, Ontario, Canada",Nix Sensor develops a device that can measure the color of any surface and provide accurate color information to smartphones or tablets.,"61,878","85,358",Active,—,nixsensor.com/,View on Twitter,View on LinkedIn,Matthew Sheridan,—,—
450,Claim Di,"Apps, Insurance, Mobile, Real Time, Software","Bangkok, Krung Thep, Thailand","Claim Di is a mobile application for facilitating communication and claims between drivers and their insurance companies,","62,083","4,568",Active,—,www.claimdi.com,View on Twitter,—,"Kittinan Anuphan, Naphat Honboonherm, Panuchart Bunyakiati, Pochjanee Wanaphong",—,—
451,Micro-LAM Technologies,"Commercial, Industrial, Nanotechnology","Portage, Michigan, United States",Micro-LAM Technologies offers cutting edge technology through its state-of-the-art retrofittable system.,"64,496",—,Active,—,micro-lam.com/,View on Twitter,View on LinkedIn,Deepak Ravindra,—,—
452,Colvin,"Classifieds, E-Commerce, Flowers, Internet","Barcelona, Catalonia, Spain",The Colvin Co is an Spanish online flower shop that offers a wide range of bouquets at accessible prices.,"65,096","479,381",Active,—,thecolvinco.com,View on Twitter,View on LinkedIn,"Andres Cester, Marc Olmedillo, Sergi Bastardas",Made Acquisitions,—
453,MyHealthMath,Information Technology,"Portland, Maine, United States",MyHealthMath is an insurtech startup emerging from stealth mode.,"66,929","4,546",Active,—,www.myhealthmath.com/,View on Twitter,View on LinkedIn,Bob Watterson,—,—
454,Talent Clue,"Employment, Human Resources, Recruiting, Software","Barcelona, Catalonia, Spain",Talent Clue is a recruitment software that automates and optimizes the entire hiring process of a company.,"68,081","1,175,971",Active,—,talentclue.com/,View on Twitter,View on LinkedIn,"Ana Izquierdo, Ivan Sala",—,—
455,CTERA Networks,"Cloud Data Services, Cloud Storage, Data Storage, Enterprise Software, File Sharing","Petah Tiqva, HaMerkaz, Israel","CTERA enables enterprises to securely sync, share, protect and govern files from any device or office, all from the cloud of their choice.","69,273","7,649",Active,—,www.ctera.com,View on Twitter,View on LinkedIn,"Liran Eshel, Zohar Kaufman",—,—
456,ZenmuTech,Information Technology,"Tokyo, Tokyo, Japan",ZenmuTech is Established with the aim of realizing a safe and ICT environment.,"69,717",—,Active,—,zenmutech.com/,—,—,"Kamisaka Hiroshi, Okazumi Masao, Sakamoto Noriaki, Taguchi Yoshikazu",—,—
457,Marketing Evolution,"Analytics, Marketing, SaaS, Software","New York, New York, United States","Marketing Evolution is a full-service provider of marketing ROI management solutions, delivering real-time, 1-to-1 marketing optimizations.","70,909","96,813",Active,—,www.marketingevolution.com,View on Twitter,View on LinkedIn,Rex Briggs,—,—
458,Gainful,"Dietary Supplements, Health Care, Personal Health, Wellness","San Francisco, California, United States",Gainful is a personalized sports nutrition company that offers subscriptions to its Hydration line of electrolyte drink mixes.,"73,258","256,196",Active,—,gainful.com,View on Twitter,View on LinkedIn,"Eric Wu, Jahaan Ansari",—,—
459,CrowdAI,"Artificial Intelligence, Computer Vision, Geospatial, Image Recognition, Machine Learning","San Francisco, California, United States",CrowdAI enables organizations to create and deploy custom models for visual AI and a code-free platform.,"73,925","8,992",Active,—,crowdai.com/,—,View on LinkedIn,"Devaki Raj, Nicolas Borensztein, Pablo Garcia",—,—
460,Stacker,"Android, Information Technology, iOS, Mobile Apps, Software","London, England, United Kingdom",Stacker is a no-code software creation platform that develops an application to help developers build software.,"74,297","179,040",Active,—,www.stackerhq.com,View on Twitter,View on LinkedIn,"Kenrick Vaz, Louis Barclay, Michael Skelly, Neil Coutinho, Sam Davyson",—,—
461,Unbox Robotics,"Artificial Intelligence, Industrial Automation, Logistics, Machine Learning, Robotics, Supply Chain Management","Bangalore, Karnataka, India",Unbox Robotics builds on-demand AI-driven warehouse robotics solutions to automate and improve logistics operations.,"75,143","2,971",Active,—,unboxrobotics.com,View on Twitter,View on LinkedIn,"Pramod Ghadge, Shahid Memon",—,—
462,Ceres Holographics,"Automotive, Information Technology, Manufacturing","Saint Andrews, Fife, United Kingdom",Ceres Holographics is enabling next-generation transparent ar displays with innovative holographic technology.,"79,007",—,Active,—,www.ceresholographics.com/,View on Twitter,View on LinkedIn,Ian Redmond,—,—
463,WhereIsMyTransport,"Information Services, Information Technology, Software","London, England, United Kingdom",WhereIsMyTransport is a mobility technology company and central source of complete public transport data for emerging-market megacities,"84,070","2,547",Active,—,www.whereismytransport.com,View on Twitter,View on LinkedIn,"Chris King, Dave New, Devin Vries",—,—
464,Embrace Japan,—,"Minato, Chiba, Japan","Embrace is a social medical cooperation platform that connects people, information and data.","84,428",—,Active,—,www.embrace.co.jp/,—,—,Manabu Ito,Was Acquired,Suzuken
465,365talents,"Artificial Intelligence, Human Resources, Management Information Systems, SaaS, Skill Assessment, Software","Lyon, Rhone-Alpes, France",365talents provides talent management strategy services.,"88,483","4,205",Active,—,www.365talents.com,View on Twitter,View on LinkedIn,"Loïc Michel, Mathieu Martin",—,—
466,Urban Electric Power,"Energy, Energy Storage, Renewable Energy","Pearl River, New York, United States","Urban Electric Power develops, manufactures and sells rechargeable zinc alkaline battery technology.","89,406",—,Active,—,www.urbanelectricpower.com/,View on Twitter,View on LinkedIn,"Alexander Couzis, Ann Marie Augustus, David Elliman, Sanjoy Banerjee, Valerio De Angelis",—,—
467,Vert Rotors,"Machinery Manufacturing, Manufacturing","Edinburgh, Edinburgh, City of, United Kingdom",UK-based compressor manufacturing company.,"91,237",—,Active,—,vertrotors.com/,View on Twitter,View on LinkedIn,"Oleg Dmitriev, Olly Dmitriev",—,—
