,Organization Name,Industries,Headquarters Location,Description,CB Rank (Company),Monthly Visits,Operating Status,Closed Date,Website,Twitter,LinkedIn,Founders,Acquisition Status,Acquired by
93,Castle,"Cyber Security, FinTech, Fraud Detection, Internet, Security","San Francisco, California, United States","Account security and fraud prevention for developers, teams, and enterprises.","5,478","15,331",Active,—,castle.io,View on Twitter,View on LinkedIn,"Johan Brissmyr, Sebastian Wallin",—,—
94,Perfect,"Beauty, Consumer, Content Creators, Cosmetics, Mobile Apps","Taipei, T'ai-pei, Taiwan","Perfect is an AI and AR tech software solutions provider, helping brands integrate interactive virtual try-on across their consumer journey.","5,494","4,015,409",Active,—,www.perfectcorp.com,View on Twitter,View on LinkedIn,Alice Chang,—,—
95,Moda Operandi,"E-Commerce, Fashion, Internet, Retail","New York, New York, United States",Moda Operandi is a platform for emerging fashion designers and retailers.,"5,526","442,615",Active,—,modaoperandi.com,View on Twitter,View on LinkedIn,"Aslaug Magnusdottir, Lauren Santo Domingo",Made Acquisitions,—
96,Pod Foods Co,"B2B, Consumer Goods, E-Commerce, Food and Beverage, Grocery, Logistics, Marketplace, Retail","San Francisco, California, United States","Pod Foods is a logistics and technology enabled B2B marketplace, connecting brands directly with retailers.","5,587","26,153",Active,—,podfoods.co,View on Twitter,View on LinkedIn,"Fiona Lee, Larissa Russell",—,—
97,UNest,"Apps, Finance, Financial Services, FinTech, Mobile, Wealth Management","North Hollywood, California, United States",UNest is an app that makes it easier than ever for parents to invest and save for their kids' future.,"5,655","16,899",Active,—,unest.co,View on Twitter,View on LinkedIn,"Ksenia Yudina, Michael I. Sema",Made Acquisitions,—
98,Doubtnut,"E-Learning, EdTech, Education, Image Recognition, STEM Education","Gurgaon, Haryana, India","Doubtnut operates as an e-learning platform that enables users to ask study questions in Physics, Chemistry, and Math.","5,745","21,977,033",Active,—,www.doubtnut.com/,View on Twitter,View on LinkedIn,"Aditya Shankar, Ravi Sekhar KV, Tanushree Nagori",—,—
99,Rafay Systems,"Apps, Developer Platform, Information Technology, Internet, PaaS, SaaS, Software","Sunnyvale, California, United States",Rafay enables enterprise Platform teams to manage the full lifecycle of Kubernetes clusters and modern applications with ease at any scale.,"5,761","11,989",Active,—,rafay.co,View on Twitter,View on LinkedIn,"Hanumantha Kavuluru, Haseeb Budhani",—,—
100,Upbound,"Cloud Computing, Information Services, Information Technology, Software","Seattle, Washington, United States","Upbound is an infrastructure management platform that runs, scales, and optimizes services across multiple cloud environments.","5,787","33,684",Active,—,upbound.io/,View on Twitter,View on LinkedIn,Bassam Tabbara,—,—
101,Resistant AI,"Artificial Intelligence, Machine Learning, Network Security","Prague, Hlavni mesto Praha, Czech Republic","Resistant AI helps to protect AI systems from targeted manipulation, adversarial machine learning attacks and advanced fraud.","5,799","56,803",Active,—,resistant.ai,—,View on LinkedIn,"Jan Jusko, Jan Stiborek, Josef Stach, Karel Bartoš, Martin Grill, Martin Rehak, Martin Vejman, Tomáš Laube",—,—
102,Reviver Auto,"Automotive, Consumer Software, Retail","Granite Bay, California, United States","Reviver digitally connects cars anywhere, anytime through the Rplate app.","5,815","193,082",Active,—,reviver.com/,View on Twitter,View on LinkedIn,"Mike Jordan, Neville Boston",—,—
103,Pricefx,"E-Commerce, Enterprise Applications, Enterprise Software, Information Technology, SaaS, Software","Pfaffenhofen An Der Glonn, Bayern, Germany","Pricefx provides full suite price management solutions that are fast to implement, easy to use, and flexibly adapt to business needs.","5,819","20,263",Active,—,www.pricefx.com/,View on Twitter,View on LinkedIn,"Christian Tratz, Marcin Cichon, Martin Wricke",Made Acquisitions,—
104,Whisper,"Artificial Intelligence, Health Care, Medical Device, Wellness","San Francisco, California, United States","Whisper develops AI-enabled, updateable hearing aids for people with hearing loss.","5,863","203,567",Active,—,whisper.ai/,View on Twitter,View on LinkedIn,"Andrew Song, Dwight Crow, Shlomo Zippel",—,—
105,Grid,"Finance, Financial Services, FinTech","Oakland, California, United States",Grid is in the business of helping people get the money they need for all of life’s ups and downs.,"5,866","82,848",Active,—,getgrid.app,—,View on LinkedIn,Gernot Zacke,—,—
106,PostHog,"Analytics, Open Source, Software, Software Engineering","San Francisco, California, United States",PostHog provides a platform for open-source product analytics to helps software teams understand user behavior.,"5,885","166,461",Active,—,posthog.com,View on Twitter,View on LinkedIn,"James Hawkins, Tim Glaser",—,—
107,Otonomo,"Automotive, Autonomous Vehicles, Software, Transportation","Herzliya, Tel Aviv, Israel","Otonomo provides car manufacturers, drivers, and service providers with a cloud-based solution that connects millions of cars.","5,930","15,793",Active,—,www.otonomo.io/,View on Twitter,View on LinkedIn,"Avner Cohen, Ben Volkow","Made Acquisitions, Was Acquired",Urgently
108,Mantl,"Banking, Finance, Financial Services, FinTech","New York, New York, United States",Mantl is a banking technology company that provides workflow management and automation tools for banks and credit unions.,"5,974","3,684",Active,—,www.mantl.com,View on Twitter,View on LinkedIn,"Benjamin Conant, Nathaniel Harley, Raj Patel",—,—
109,Healx,"Artificial Intelligence, Biopharma, Biotechnology, Health Care, Medical","Cambridge, Cambridgeshire, United Kingdom","Healx is an AI-powered, patient-inspired technology company, pioneering the next generation of drug discovery for rare diseases.","5,996",—,Active,—,healx.io,View on Twitter,View on LinkedIn,"Andreas Bender, David Brown, David Cavalla, Tim Guilliams",—,—
110,Pepper,"Apps, E-Commerce, Food and Beverage, Food Processing, Restaurants, Software, Wholesale","New York, New York, United States",Building the digital operating system for the food supply chain,"6,009","2,532",Active,—,www.usepepper.com/,—,View on LinkedIn,"Bowie Cheung, Chetan Narain, Ivana Tesanovic",—,—
111,Antora Energy,"Energy, Energy Storage, Renewable Energy","Sunnyvale, California, United States",Antora Energy is electrifying heavy industry with thermal energy storage for zero-carbon heat and power.,"6,022","3,460",Active,—,www.antoraenergy.com/,—,View on LinkedIn,"Andrew Ponec, David Bierman, Justin Briggs",—,—
112,Cohesion,"Building Maintenance, Internet of Things, SaaS","Chicago, Illinois, United States",Cohesion is an information technology company that offers a vertically integrated smart building SaaS platform.,"6,053","2,445",Active,—,cohesionib.com/,View on Twitter,View on LinkedIn,"Nik Patel, Thru Shivakumar",—,—
113,Thriva,"Health Care, Personal Health, Wellness","London, England, United Kingdom",Thriva offers a personalized at-home finger-prick blood test which enables individuals to easily track and improve health.,"6,045","124,411",Active,—,thriva.co,View on Twitter,View on LinkedIn,"Eliot Brooks, Hamish Grierson, Matt Ehrlichman, Tom Livesey",—,—
114,Windfall,"Analytics, Computer, Financial Services, Software","San Francisco, California, United States",Our mission is to change how organizations perceive and use people data.,"6,102","17,331",Active,—,www.windfall.com/,View on Twitter,View on LinkedIn,"Arup Banerjee, Cory Tucker, Dan Stevens",—,—
115,Staircase,"Developer APIs, Financial Services, FinTech, Information Technology, Real Estate, Software","Philadelphia, Pennsylvania, United States",Staircase is an API marketplace for residential mortgage.,"6,209",941,Active,—,www.staircase.co/,—,View on LinkedIn,"Adam Kalamchi, Soofi Safavi",—,—
116,cargo.one,"Freight Service, Information Technology, Logistics, Supply Chain Management","Berlin, Berlin, Germany","cargo.one is a digital platform designed for freight forwarders to search, compare, and book air freight capacities across airlines.","6,210","2,661",Active,—,www.cargo.one,View on Twitter,View on LinkedIn,"Mike Rötgers, Moritz Claussen, Oliver Neumann",—,—
117,ONI,"Biotechnology, Life Science, Nanotechnology, Software Engineering","Oxford, Oxfordshire, United Kingdom","ONI is a pioneer of super-resolution microscopy, making this advanced technology accessible to new generations of researchers.","6,222","17,142",Active,—,oni.bio,View on Twitter,View on LinkedIn,"Achillefs Kapanidis, Bo Jing",—,—
118,DayTwo,"Health Care, Nutrition, Personal Health, Wellness","Walnut Creek, California, United States","DayTwo is the leader in precision nutrition for metabolic disease using gut microbiome science, AI and virtual clinical support.","6,230","10,112",Active,—,www.daytwo.com/,View on Twitter,View on LinkedIn,"Eran Elinav, Eran Segal, Lihi Segal, Marius Nacht, Yuval Ofek",—,—
119,StudySmarter,"Artificial Intelligence, EdTech, Education","München, Bayern, Germany",StudySmarter is an EdTech company that develops an intelligent and content-agnostic platform for lifelong learning.,"6,281","4,477,967",Active,—,www.studysmarter.de,View on Twitter,View on LinkedIn,"Christian Felgenhauer, Maurice Khudhir, Simon Hohentanner, Till Sohlemann",—,—
120,Maple,"Health Care, Information Services, Information Technology","Toronto, Ontario, Canada",Quality healthcare that fits your life,"6,293","298,661",Active,—,www.getmaple.ca,View on Twitter,View on LinkedIn,"Brett Belchetz, Roxana Zaman, Stuart Starr",Made Acquisitions,—
121,Entera,"FinTech, Internet, Real Estate, SaaS, Software","New York, New York, United States",Venture backed full -service SaaS + Services platform for professional single-family real estate investors,"6,299","13,277",Active,—,www.entera.ai/,View on Twitter,View on LinkedIn,"Gregory Morrison, Martin Kay, Robert Salmons",—,—
122,Spacelift,"Cloud Data Services, Information Technology, SaaS, Software","Redwood City, California, United States","Spacelift is a sophisticated and compliant infrastructure delivery platform for Terraform, CloudFormation, Pulumi, and Kubernetes","6,329","234,987",Active,—,spacelift.io/,View on Twitter,View on LinkedIn,"Marcin Wyszynski, Pawel Hytry",—,—
123,Spruce Holdings,"Consulting, Developer APIs, Financial Services, Insurance, InsurTech, Lending, Property Insurance, Real Estate, Transaction Processing","New York, New York, United States",Spruce Holdings aims to improve title insurance assessment and issuance to reduce the time needed to close a real estate deal.,"6,365","8,898",Active,—,www.spruce.co/,View on Twitter,View on LinkedIn,"Andrew Weisgall, Patrick Burns",—,—
124,Sonrai Security,"Cloud Data Services, Cloud Security, Identity Management, Information Technology, Software","New York, New York, United States","Sonrai Security delivers enterprise cloud security for companies running on AWS, Azure, and Google Cloud.","6,470","9,359",Active,—,sonraisecurity.com,View on Twitter,View on LinkedIn,"Brendan Hannigan, Sandy Bird",—,—
125,C2i Genomics,"Genetics, Health Care, Health Diagnostics, Therapeutics","New York, New York, United States",C2i Genomics provides cloud-based cancer diagnostic services to pharmaceutical and diagnostic organizations.,"6,496","2,045",Active,—,c2i-genomics.com,View on Twitter,View on LinkedIn,"Asaf Zviran, Boris Oklander, Dan Landau, Ezra Sofer",—,—
126,Zeelo,"Enterprise Software, SaaS, Transportation, Travel","London, England, United Kingdom","Zeelo is the smart bus platform for organizations, providing flexible turn-key, plug-in and SaaS transportation programs.","6,502","38,470",Active,—,www.zeelo.co,View on Twitter,View on LinkedIn,"Barney Williams, Sam Ryan",—,—
127,Bowery Valuation,"Commercial Real Estate, Real Estate, SaaS, Software","New York, New York, United States",Bowery Valuation is a technology-enabled commercial real estate appraisal that powers appraisers with cutting edge software.,"6,530","5,061",Active,—,www.boweryvaluation.com,View on Twitter,View on LinkedIn,"Cesar Devers, John Meadows, Noah Isaacs",—,—
